data;idpotreiro;idsubarea;dentrofora;media;mstotal;msanoni;msoutras;tmin;tmed;tmax;umidade;velocidadevento;radiacaosolar;chuva;somatermica;def;exc;geometria;data_imagem;s2_b02;s2_b04;s2_b05;s2_b06;s2_b07;s2_b08;s2_b11;s2_b12;ndvi;evi;ndre;savi;dias_campo_imagem;mes;ano;dias_desde_ult_medicao;est_inverno;est_outono;est_primavera;est_verao
2017-05-19;1;25;1;30.2;8045.506;8045.506;0.0;16.1;18.1;21.2;83.6;4.7;8.5;0.4;11.65;0.08;0.0;"{""type"":""MultiPolygon"",""coordinates"":[[[[-53.987343714,-31.324025191],[-53.988493661,-31.323491986],[-53.988101496,-31.32285306],[-53.987519026,-31.323219901],[-53.987295845,-31.323849071],[-53.987343714,-31.324025191]]]]}";2017-05-21;0.1256506493506493;0.1539051948051948;0.19602;0.292725;0.325355;0.3369506493506493;0.27659;0.19242;0.3729108183691881;0.347202549313379;0.2644247849714684;0.2771020461125695;2;5;2017;0;False;True;False;False
2017-06-26;1;25;1;26.6;4410.978;4358.7256;52.252453;13.8;17.8;23.7;76.1;5.0;11.1;0.0;11.75;0.29;0.0;"{""type"":""MultiPolygon"",""coordinates"":[[[[-53.987343714,-31.324025191],[-53.988493661,-31.323491986],[-53.988101496,-31.32285306],[-53.987519026,-31.323219901],[-53.987295845,-31.323849071],[-53.987343714,-31.324025191]]]]}";2017-07-02;0.1379363636363636;0.1703220779220779;0.208315;0.292165;0.323285;0.3550610389610389;0.31155;0.216465;0.3516271366597041;0.344027899710023;0.2604761807613678;0.270248687535226;6;6;2017;38;True;False;False;False
2017-06-26;1;25;0;18.2;3798.9534;3763.2375;35.715637;13.8;17.8;23.7;76.1;5.0;11.1;0.0;11.75;0.29;0.0;"{""type"":""MultiPolygon"",""coordinates"":[[[[-53.987343714,-31.324025191],[-53.988493661,-31.323491986],[-53.988101496,-31.32285306],[-53.987519026,-31.323219901],[-53.987295845,-31.323849071],[-53.987343714,-31.324025191]]]]}";2017-07-02;0.1379363636363636;0.1703220779220779;0.208315;0.292165;0.323285;0.3550610389610389;0.31155;0.216465;0.3516271366597041;0.344027899710023;0.2604761807613678;0.270248687535226;6;6;2017;0;True;False;False;False
2017-07-26;1;25;0;24.2;2909.9148;2903.8745;6.040301;16.5;18.5;22.3;84.0;3.4;9.4;0.4;12.4;0.22;0.0;"{""type"":""MultiPolygon"",""coordinates"":[[[[-53.987343714,-31.324025191],[-53.988493661,-31.323491986],[-53.988101496,-31.32285306],[-53.987519026,-31.323219901],[-53.987295845,-31.323849071],[-53.987343714,-31.324025191]]]]}";2017-07-27;0.1459363636363636;0.1925857142857142;0.236085;0.310235;0.338575;0.3583610389610389;0.361375;0.2452949999999999;0.3008917353599117;0.291991089773415;0.2056974577116379;0.2366085496194526;1;7;2017;30;True;False;False;False
2017-07-26;1;25;1;26.8;2763.2822;2760.8774;2.4049454;16.5;18.5;22.3;84.0;3.4;9.4;0.4;12.4;0.22;0.0;"{""type"":""MultiPolygon"",""coordinates"":[[[[-53.987343714,-31.324025191],[-53.988493661,-31.323491986],[-53.988101496,-31.32285306],[-53.987519026,-31.323219901],[-53.987295845,-31.323849071],[-53.987343714,-31.324025191]]]]}";2017-07-27;0.1459363636363636;0.1925857142857142;0.236085;0.310235;0.338575;0.3583610389610389;0.361375;0.2452949999999999;0.3008917353599117;0.291991089773415;0.2056974577116379;0.2366085496194526;1;7;2017;0;True;False;False;False
2017-10-02;1;25;0;24.0;3017.2244;2989.131;28.093336;10.4;14.5;18.8;78.8;4.5;17.6;1.2;4.6;0.01;0.0;"{""type"":""MultiPolygon"",""coordinates"":[[[[-53.987343714,-31.324025191],[-53.988493661,-31.323491986],[-53.988101496,-31.32285306],[-53.987519026,-31.323219901],[-53.987295845,-31.323849071],[-53.987343714,-31.324025191]]]]}";2017-10-03;0.1401857142857143;0.1558051948051948;0.197845;0.3075;0.339665;0.3562987012987013;0.320075;0.2218949999999999;0.3915094339622641;0.4043065270964987;0.285943340919235;0.2971436637068212;1;10;2017;68;False;False;True;False
2017-10-02;1;25;1;34.4;2812.7258;2779.228;33.497696;10.4;14.5;18.8;78.8;4.5;17.6;1.2;4.6;0.01;0.0;"{""type"":""MultiPolygon"",""coordinates"":[[[[-53.987343714,-31.324025191],[-53.988493661,-31.323491986],[-53.988101496,-31.32285306],[-53.987519026,-31.323219901],[-53.987295845,-31.323849071],[-53.987343714,-31.324025191]]]]}";2017-10-03;0.1401857142857143;0.1558051948051948;0.197845;0.3075;0.339665;0.3562987012987013;0.320075;0.2218949999999999;0.3915094339622641;0.4043065270964987;0.285943340919235;0.2971436637068212;1;10;2017;0;False;False;True;False
2017-11-13;1;25;0;26.0;6572.339;5305.99;1266.3485;11.3;24.61;29.5;37.43;1.46;32.31;0.0;10.4;4.96;0.0;"{""type"":""MultiPolygon"",""coordinates"":[[[[-53.987343714,-31.324025191],[-53.988493661,-31.323491986],[-53.988101496,-31.32285306],[-53.987519026,-31.323219901],[-53.987295845,-31.323849071],[-53.987343714,-31.324025191]]]]}";2017-11-12;0.1406441558441558;0.1619961038961039;0.20809;0.32013;0.354225;0.378374025974026;0.341515;0.2353199999999999;0.4004253938498143;0.4175504987218686;0.2903571547994109;0.3119725122802199;1;11;2017;42;False;False;True;False
2017-11-13;1;25;1;39.4;5591.1997;5591.1997;0.0;11.3;24.61;29.5;37.43;1.46;32.31;0.0;10.4;4.96;0.0;"{""type"":""MultiPolygon"",""coordinates"":[[[[-53.987343714,-31.324025191],[-53.988493661,-31.323491986],[-53.988101496,-31.32285306],[-53.987519026,-31.323219901],[-53.987295845,-31.323849071],[-53.987343714,-31.324025191]]]]}";2017-11-12;0.1406441558441558;0.1619961038961039;0.20809;0.32013;0.354225;0.378374025974026;0.341515;0.2353199999999999;0.4004253938498143;0.4175504987218686;0.2903571547994109;0.3119725122802199;1;11;2017;0;False;False;True;False
2017-12-11;1;25;1;25.8;4761.661;4761.661;0.0;13.9;21.58;26.5;47.93;5.81;34.17;0.0;10.2;6.98;0.0;"{""type"":""MultiPolygon"",""coordinates"":[[[[-53.987343714,-31.324025191],[-53.988493661,-31.323491986],[-53.988101496,-31.32285306],[-53.987519026,-31.323219901],[-53.987295845,-31.323849071],[-53.987343714,-31.324025191]]]]}";2017-12-12;0.1569243243243243;0.2011472972972973;0.245425;0.33348;0.365915;0.3958324324324324;0.39004;0.272965;0.3261168268196892;0.3413651097547105;0.2345507822995571;0.266210664416426;1;12;2017;28;False;False;False;True
2017-12-11;1;25;0;25.2;7052.7007;7052.7007;0.0;13.9;21.58;26.5;47.93;5.81;34.17;0.0;10.2;6.98;0.0;"{""type"":""MultiPolygon"",""coordinates"":[[[[-53.987343714,-31.324025191],[-53.988493661,-31.323491986],[-53.988101496,-31.32285306],[-53.987519026,-31.323219901],[-53.987295845,-31.323849071],[-53.987343714,-31.324025191]]]]}";2017-12-12;0.1569243243243243;0.2011472972972973;0.245425;0.33348;0.365915;0.3958324324324324;0.39004;0.272965;0.3261168268196892;0.3413651097547105;0.2345507822995571;0.266210664416426;1;12;2017;0;False;False;False;True
2018-01-15;1;25;0;16.8;2101.9578;2101.9578;0.0;20.6;23.07;25.2;80.27;4.47;14.04;1.8;12.9;1.68;0.0;"{""type"":""MultiPolygon"",""coordinates"":[[[[-53.987343714,-31.324025191],[-53.988493661,-31.323491986],[-53.988101496,-31.32285306],[-53.987519026,-31.323219901],[-53.987295845,-31.323849071],[-53.987343714,-31.324025191]]]]}";2018-01-11;0.1567298701298701;0.1997662337662337;0.2431;0.330385;0.367465;0.3769350649350649;0.40148;0.278465;0.3072107372877539;0.3163597066912791;0.2158508002270504;0.2468217016862471;4;1;2018;35;False;False;False;True
2018-01-15;1;25;1;27.6;6337.7007;6300.1025;37.598522;20.6;23.07;25.2;80.27;4.47;14.04;1.8;12.9;1.68;0.0;"{""type"":""MultiPolygon"",""coordinates"":[[[[-53.987343714,-31.324025191],[-53.988493661,-31.323491986],[-53.988101496,-31.32285306],[-53.987519026,-31.323219901],[-53.987295845,-31.323849071],[-53.987343714,-31.324025191]]]]}";2018-01-11;0.1567298701298701;0.1997662337662337;0.2431;0.330385;0.367465;0.3769350649350649;0.40148;0.278465;0.3072107372877539;0.3163597066912791;0.2158508002270504;0.2468217016862471;4;1;2018;0;False;False;False;True
